team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
Bears,00-0025411,246.66423575131813,Bears,-0.07,50.00%,Brandon Meriweather,SS/S,2.699896157840083,2011.0,brandon meriweather,brandon meriweather,brandon meriweather,215.0,Brandon Meriweather,CHI,S,406.0,3640.0,11.0,5.0,0.0,0.0,6.0,0.0,51.0,51.0,29.5,60.1,0.0,0.0,15.6,5.0,2.0,1.0,132.3,11.0,348.0,48.0,259.0,7.0,4.0,22.0,0.0,16.0,1.0,227.0,2011.0,20706.0,MISSING,brandon meriweather
Bears,00-0028031,128.11880507244533,Bears,-0.07,50.00%,Chris Conte,FS/S,0.4223468328141225,2011.0,chris conte,chris conte,chris conte,289.0,Chris Conte,CHI,S,593.0,6245.0,10.0,5.0,0.0,0.0,6.0,0.0,54.3,57.2,81.4,62.7,1.0,0.0,13.9,5.0,0.0,0.0,110.0,13.0,537.0,36.0,391.0,17.0,5.0,26.0,1.0,20.0,2.0,198.0,2011.0,33919.6,MISSING,chris conte
Bears,00-0025555,35.192588266175626,Bears,-0.07,50.00%,Corey Graham,FS/S,1.0799584631360333,2011.0,corey graham,corey graham,corey graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0028357,0.0,Bears,-0.07,50.00%,Anthony Walters,SS/S,0.3115264797507788,2011.0,anthony walters,anthony walters,anthony walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0025408,262.2034227517907,Bengals,0.0,52.90%,Reggie Nelson,FS/S,1.3121495327102803,2011.0,reggie nelson,reggie nelson,reggie nelson,214.0,Reggie Nelson,CIN,S,1080.0,3637.0,17.0,17.0,0.0,3.0,7.0,0.0,62.3,60.0,0.0,69.9,4.0,1.0,9.6,9.0,2.0,4.0,73.9,23.0,813.0,208.0,598.0,46.0,25.0,68.0,2.0,35.0,2.0,316.0,2011.0,64800.0,MISSING,reggie nelson
Bengals,00-0027887,215.9466255506495,Bengals,0.0,52.90%,Taylor Mays,SS/S,0.3738317757009346,2011.0,taylor mays,taylor mays,taylor mays,265.0,Taylor Mays,CIN,S,61.0,5574.0,8.0,2.0,0.0,0.0,7.0,0.0,41.2,41.5,77.9,81.4,0.0,0.0,0.0,0.0,1.0,0.0,111.1,2.0,20.0,39.0,28.0,2.0,0.0,2.0,0.0,3.0,1.0,10.0,2011.0,2531.5,MISSING,taylor mays
Bengals,00-0027244,0.0,Bengals,0.0,52.90%,Jeromy Miles,SS/S,0.3738317757009346,2011.0,jeromy miles,jeromy miles,jeromy miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027972,304.26850783869355,Bills,-0.06,37.50%,Aaron Williams,SS/S,0.749238629283489,2011.0,aaron williams,aaron williams,aaron williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027018,218.7537710522263,Bills,-0.06,37.50%,Jairus Byrd,FS/S,0.7767393561786086,2011.0,jairus byrd,jairus byrd,jairus byrd,245.0,Jairus Byrd,BUF,S,1021.0,4965.0,16.0,15.0,0.0,3.0,4.0,1.0,75.1,78.8,66.0,86.8,3.0,1.0,7.0,7.0,4.0,2.0,54.9,17.0,859.0,147.0,552.0,13.0,15.0,78.0,4.0,33.0,2.0,218.0,2011.0,80454.8,MISSING,jairus byrd
Bills,00-0028038,117.38528308420972,Bills,-0.06,37.50%,Da'Norris Searcy,SS/S,0.412133748701973,2011.0,danorris searcy,danorris searcy,danorris searcy,290.0,Da'Norris Searcy,BUF,S,227.0,6252.0,9.0,4.0,0.0,0.0,4.0,0.0,54.8,64.3,80.9,68.0,1.0,0.0,13.8,4.0,1.0,0.0,81.3,7.0,130.0,93.0,111.0,3.0,12.0,21.0,0.0,12.0,2.0,74.0,2011.0,14596.1,MISSING,danorris searcy
Broncos,00-0027983,254.73942485124735,Broncos,-0.09,50.00%,Rahim Moore,FS/S,0.671858774662513,2011.0,rahim moore,rahim moore,rahim moore,287.0,Rahim Moore,DEN,S,542.0,6197.0,13.0,3.0,0.0,0.0,10.0,1.0,51.6,48.9,13.5,42.6,1.0,0.0,25.6,11.0,1.0,2.0,110.4,10.0,502.0,36.0,300.0,4.0,7.0,29.0,1.0,13.0,1.0,158.0,2011.0,26503.8,MISSING,rahim moore
Broncos,00-0027083,80.31581721188135,Broncos,-0.09,50.00%,David Bruton,SS/S,0.4989408099688474,2011.0,david bruton,david bruton,david bruton,253.0,David Bruton,DEN,S,272.0,5037.0,13.0,1.0,0.0,0.0,10.0,0.0,54.2,51.7,82.1,71.7,0.0,0.0,9.4,3.0,4.0,0.0,83.8,11.0,142.0,115.0,142.0,10.0,7.0,28.0,2.0,18.0,0.0,133.0,2011.0,14062.4,MISSING,david bruton
Broncos,00-0027195,0.0,Broncos,-0.09,50.00%,Rafael Bush,FS/S,0.2177013499480789,2011.0,rafael bush,rafael bush,rafael bush,278.0,Rafael Bush,DEN,S,77.0,5779.0,2.0,2.0,0.0,0.0,10.0,0.0,39.2,46.4,77.9,86.4,0.0,0.0,0.0,0.0,0.0,0.0,121.9,4.0,29.0,30.0,52.0,17.0,2.0,8.0,1.0,8.0,1.0,74.0,2011.0,3572.7999999999997,MISSING,rafael bush
Browns,00-0027653,257.90773919552834,Browns,-0.08,25.00%,T.J. Ward,SS/S,1.5757009345794393,2011.0,tj ward,tj ward,tj ward,264.0,T.J. Ward,CLV,S,468.0,5563.0,8.0,5.0,0.0,1.0,8.0,0.0,60.7,72.1,33.0,84.6,0.0,0.0,5.1,2.0,2.0,1.0,110.2,12.0,246.0,197.0,229.0,16.0,11.0,32.0,2.0,22.0,4.0,122.0,2011.0,33742.799999999996,MISSING,tj ward
Browns,00-0022247,0.0,Browns,-0.08,25.00%,Mike Adams,FS/S,1.3014886812045692,2011.0,mike adams,mike adams,mike adams,176.0,Mike Adams,CLV,S,827.0,1972.0,16.0,10.0,0.0,0.0,8.0,1.0,71.4,69.2,84.0,75.5,3.0,0.0,9.5,6.0,3.0,1.0,51.2,11.0,632.0,157.0,430.0,36.0,9.0,47.0,1.0,21.0,1.0,147.0,2011.0,57228.4,MISSING,mike adams
Buccaneers,00-0027759,52.47862135840346,Buccaneers,-0.24,25.00%,Larry Asante,SS/S,0.3364485981308411,2011.0,larry asante,larry asante,larry asante,273.0,Larry Asante,TB,S,77.0,5683.0,5.0,0.0,0.0,1.0,30.0,0.0,51.3,57.1,76.4,65.6,0.0,0.0,11.1,1.0,0.0,0.0,0.0,0.0,51.0,26.0,25.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,2011.0,4396.7,MISSING,larry asante
Cardinals,00-0027067,102.36676282221002,Cardinals,-0.05,50.00%,Rashad Johnson,FS/S,0.5715472481827623,2011.0,rashad johnson,rashad johnson,rashad johnson,250.0,Rashad Johnson,ARZ,S,480.0,5018.0,12.0,5.0,0.0,0.0,1.0,1.0,63.5,61.9,35.9,86.9,0.0,0.0,4.5,2.0,1.0,1.0,140.2,10.0,396.0,78.0,240.0,4.0,10.0,37.0,2.0,13.0,1.0,151.0,2011.0,29712.0,MISSING,rashad johnson
Chargers,00-0027988,235.01062701060152,Chargers,0.04,50.00%,Marcus Gilchrist,SS/S,0.597466251298027,2011.0,marcus gilchrist,marcus gilchrist,marcus gilchrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0025424,194.29741504092613,Chargers,0.04,50.00%,Eric Weddle,FS/S,2.990654205607477,2011.0,eric weddle,eric weddle,eric weddle,216.0,Eric Weddle,SD,S,974.0,3653.0,16.0,14.0,0.0,0.0,27.0,0.0,85.6,84.2,58.9,79.5,7.0,0.0,7.7,7.0,4.0,1.0,25.8,11.0,785.0,155.0,532.0,30.0,23.0,70.0,3.0,27.0,1.0,110.0,2011.0,82010.8,MISSING,eric weddle
Chargers,00-0027710,93.68121676867352,Chargers,0.04,50.00%,Darrell Stuckey,FS/S,0.478920041536864,2011.0,darrell stuckey,darrell stuckey,darrell stuckey,269.0,Darrell Stuckey,SD,S,11.0,5634.0,1.0,0.0,0.0,0.0,27.0,0.0,48.8,45.0,68.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011.0,495.0,MISSING,darrell stuckey
Chiefs,00-0027858,602.1240402933842,Chiefs,-0.1,43.80%,Eric Berry,SS/S,6.357383177570093,2011.0,eric berry,eric berry,eric berry,261.0,Eric Berry,KC,S,5.0,5530.0,1.0,0.0,0.0,0.0,16.0,0.0,50.7,40.4,66.8,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,122.9,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2011.0,202.0,MISSING,eric berry
Chiefs,00-0027736,69.07761291576324,Chiefs,-0.1,43.80%,Kendrick Lewis,FS/S,0.4168016614745587,2011.0,kendrick lewis,kendrick lewis,kendrick lewis,272.0,Kendrick Lewis,KC,S,963.0,5659.0,16.0,5.0,0.0,1.0,16.0,1.0,66.0,66.9,58.4,49.6,3.0,1.0,17.9,12.0,7.0,1.0,89.2,13.0,819.0,109.0,495.0,33.0,6.0,50.0,0.0,22.0,2.0,249.0,2011.0,64424.7,MISSING,kendrick lewis
Colts,00-0024421,14.219983204570545,Colts,-0.19,12.50%,Antoine Bethea,FS/S,4.7725856697819315,2011.0,antoine bethea,antoine bethea,antoine bethea,208.0,Antoine Bethea,IND,S,1085.0,3152.0,16.0,26.0,0.0,2.0,14.0,1.0,52.5,67.0,37.2,90.1,0.0,0.0,6.6,9.0,6.0,3.0,114.4,24.0,778.0,275.0,551.0,30.0,38.0,102.0,3.0,38.0,4.0,224.0,2011.0,72695.0,MISSING,antoine bethea
Cowboys,00-0027422,0.0,Cowboys,0.07,50.00%,Danny McCray,SS/S,0.3752157840083073,2011.0,danny mccray,danny mccray,danny mccray,286.0,Danny McCray,DAL,S,32.0,5929.0,10.0,2.0,0.0,0.0,9.0,1.0,64.2,75.0,75.5,82.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,4.0,8.0,17.0,22.0,5.0,3.0,3.0,1.0,4.0,0.0,31.0,2011.0,2400.0,MISSING,danny mccray
Cowboys,00-0027416,0.0,Cowboys,0.07,50.00%,Barry Church,SS/S,0.3771547248182762,2011.0,barry church,barry church,barry church,285.0,Barry Church,DAL,S,166.0,5924.0,12.0,4.0,0.0,0.0,9.0,0.0,64.9,73.1,83.1,90.5,0.0,0.0,4.5,1.0,0.0,0.0,137.5,8.0,27.0,113.0,111.0,24.0,6.0,17.0,2.0,11.0,2.0,93.0,2011.0,12134.6,MISSING,barry church
Dolphins,00-0027762,50.76365068827283,Dolphins,-0.01,37.50%,Reshad Jones,SS/S,0.4071235721703011,2011.0,reshad jones,reshad jones,reshad jones,274.0,Reshad Jones,MIA,S,653.0,5686.0,14.0,11.0,0.0,0.0,17.0,0.0,38.9,52.2,82.6,59.6,1.0,0.0,15.9,11.0,3.0,0.0,85.1,20.0,532.0,108.0,388.0,10.0,9.0,47.0,1.0,26.0,1.0,138.0,2011.0,34086.6,MISSING,reshad jones
Dolphins,00-0027115,44.52626923923359,Dolphins,-0.01,37.50%,Chris Clemons,FS/S,0.4698857736240913,2011.0,chris clemons,chris clemons,chris clemons,254.0,Chris Clemons,MIA,S,21.0,5089.0,3.0,0.0,0.0,0.0,17.0,0.0,67.5,61.9,74.7,80.4,0.0,0.0,0.0,0.0,0.0,0.0,95.8,1.0,1.0,11.0,11.0,9.0,3.0,5.0,1.0,1.0,0.0,7.0,2011.0,1299.9,MISSING,chris clemons
Dolphins,00-0028173,17.678117474302496,Dolphins,-0.01,37.50%,Jimmy Wilson,SS/S,0.3210591900311526,2011.0,jimmy wilson,jimmy wilson,jimmy wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0027652,262.2740769822443,Eagles,0.11,50.00%,Nate Allen,FS/S,1.4612668743509865,2011.0,nate allen,nate allen,nate allen,263.0,Nate Allen,PHI,S,752.0,5562.0,15.0,9.0,0.0,0.0,24.0,0.0,63.1,69.3,84.9,73.3,2.0,0.0,9.8,6.0,6.0,0.0,48.8,12.0,485.0,242.0,443.0,21.0,19.0,46.0,4.0,28.0,1.0,194.0,2011.0,52113.6,MISSING,nate allen
Eagles,00-0027992,220.73201307156256,Eagles,0.11,50.00%,Jaiquawn Jarrett,FS/S,0.5435663551401869,2011.0,jaiquawn jarrett,jaiquawn jarrett,jaiquawn jarrett,288.0,Jaiquawn Jarrett,PHI,S,247.0,6206.0,6.0,0.0,0.0,0.0,24.0,0.0,46.0,36.0,81.0,60.6,0.0,0.0,15.8,3.0,0.0,0.0,107.2,7.0,149.0,95.0,146.0,3.0,4.0,16.0,0.0,11.0,0.0,140.0,2011.0,8892.0,MISSING,jaiquawn jarrett
Eagles,00-0027835,14.410767577210205,Eagles,0.11,50.00%,Kurt Coleman,FS/S,0.3454554517133956,2011.0,kurt coleman,kurt coleman,kurt coleman,277.0,Kurt Coleman,PHI,S,748.0,5767.0,14.0,13.0,0.0,1.0,24.0,0.0,50.7,57.1,51.7,72.9,4.0,0.0,12.8,11.0,1.0,1.0,105.2,19.0,461.0,252.0,427.0,23.0,20.0,62.0,3.0,31.0,5.0,396.0,2011.0,42710.8,MISSING,kurt coleman
Eagles,00-0026578,0.0,Eagles,0.11,50.00%,Colt Anderson,SS/S,0.3738317757009346,2011.0,colt anderson,colt anderson,colt anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0027031,178.0495852012595,Falcons,0.08,58.80%,William Moore,SS/S,0.6272066458982347,2011.0,william moore,william moore,william moore,248.0,William Moore,ATL,S,601.0,4978.0,13.0,5.0,0.0,2.0,2.0,0.0,68.8,72.7,44.1,77.3,2.0,0.0,10.5,6.0,5.0,2.0,82.9,16.0,479.0,105.0,365.0,17.0,18.0,46.0,1.0,25.0,2.0,205.0,2011.0,43692.7,MISSING,william moore
Giants,00-0026171,237.64478988486655,Giants,-0.02,65.00%,Kenny Phillips,FS/S,1.332294911734164,2011.0,kenny phillips,kenny phillips,kenny phillips,227.0,Kenny Phillips,NYG,S,1248.0,4345.0,19.0,13.0,0.0,3.0,21.0,0.0,78.3,76.3,6.6,84.7,4.0,0.0,7.1,7.0,8.0,4.0,43.4,20.0,951.0,263.0,767.0,24.0,22.0,78.0,1.0,42.0,1.0,335.0,2011.0,95222.4,MISSING,kenny phillips
Giants,00-0023443,213.65976951855615,Giants,-0.02,65.00%,Antrel Rolle,SS/S,2.907580477673936,2011.0,antrel rolle,antrel rolle,antrel rolle,179.0,Antrel Rolle,NYG,S,1343.0,2225.0,20.0,10.0,1.0,1.0,21.0,1.0,51.4,51.5,34.0,70.4,2.0,0.0,11.1,14.0,1.0,5.0,104.0,73.0,287.0,377.0,804.0,643.0,38.0,102.0,3.0,99.0,4.0,841.0,2011.0,69164.5,MISSING,antrel rolle
Jaguars,00-0028059,90.48731917530324,Jaguars,-0.14,31.30%,Chris Prosinski,SS/S,0.398776323987539,2011.0,chris prosinski,chris prosinski,chris prosinski,292.0,Chris Prosinski,JAX,S,195.0,6273.0,12.0,4.0,0.0,0.0,15.0,0.0,59.3,55.2,0.0,65.1,0.0,0.0,11.8,2.0,0.0,1.0,66.3,2.0,185.0,9.0,156.0,1.0,1.0,11.0,0.0,5.0,0.0,37.0,2011.0,10764.0,MISSING,chris prosinski
Jaguars,00-0026253,73.79666996550506,Jaguars,-0.14,31.30%,Dwight Lowery,FS/S,0.4984423676012461,2011.0,dwight lowery,dwight lowery,dwight lowery,234.0,Dwight Lowery,JAX,S,634.0,4427.0,13.0,5.0,0.0,0.0,15.0,1.0,58.3,58.5,13.7,66.3,2.0,0.0,11.6,5.0,5.0,3.0,85.4,19.0,497.0,103.0,370.0,33.0,8.0,33.0,2.0,35.0,3.0,280.0,2011.0,37089.0,MISSING,dwight lowery
Lions,00-0027009,253.94102539936924,Lions,0.15,58.80%,Louis Delmas,FS/S,1.1484942886812046,2011.0,louis delmas,louis delmas,louis delmas,243.0,Louis Delmas,DET,S,737.0,4956.0,12.0,1.0,0.0,0.0,11.0,0.0,63.7,56.6,84.9,48.5,0.0,0.0,19.7,14.0,4.0,1.0,101.3,20.0,464.0,225.0,437.0,45.0,18.0,56.0,3.0,34.0,2.0,250.0,2011.0,41714.2,MISSING,louis delmas
Lions,00-0027124,37.72076991734133,Lions,0.15,58.80%,Don Carey,SS/S,0.4153686396677051,2011.0,don carey,don carey,don carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027676,155.15315154544095,Packers,0.18,88.20%,Morgan Burnett,SS/S,0.555576323987539,2011.0,morgan burnett,morgan burnett,morgan burnett,267.0,Morgan Burnett,GB,S,1144.0,5596.0,17.0,17.0,0.0,2.0,12.0,2.0,60.4,66.1,85.1,83.9,4.0,0.0,8.1,9.0,5.0,0.0,92.3,30.0,897.0,216.0,735.0,23.0,19.0,85.0,0.0,46.0,5.0,396.0,2011.0,75618.4,MISSING,morgan burnett
Packers,00-0018227,31.513694008809257,Packers,0.18,88.20%,Charles Woodson,SS/S,7.300103842159916,2011.0,charles woodson,charles woodson,charles woodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027017,222.52829683926845,Panthers,0.02,37.50%,Darius Butler,FS,0.5046728971962616,2011.0,darius butler,darius butler,darius butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027035,166.95108740594816,Panthers,0.02,37.50%,Sherrod Martin,SS/S,1.0363447559709242,2011.0,sherrod martin,sherrod martin,sherrod martin,249.0,Sherrod Martin,CAR,S,990.0,4982.0,16.0,8.0,0.0,0.0,5.0,0.0,50.6,53.9,84.3,38.6,3.0,0.0,19.7,15.0,5.0,2.0,83.2,24.0,793.0,168.0,547.0,28.0,12.0,53.0,2.0,36.0,2.0,361.0,2011.0,53361.0,MISSING,sherrod martin
Panthers,00-0026207,133.98323489882557,Panthers,0.02,37.50%,Charles Godfrey,SS/S,1.3291796469366564,2011.0,charles godfrey,charles godfrey,charles godfrey,229.0,Charles Godfrey,CAR,S,856.0,4381.0,14.0,15.0,0.0,1.0,5.0,0.0,40.6,50.9,87.2,48.3,2.0,0.0,16.7,17.0,3.0,1.0,92.9,30.0,388.0,376.0,449.0,77.0,24.0,70.0,2.0,46.0,2.0,443.0,2011.0,43570.4,MISSING,charles godfrey
Patriots,00-0027647,313.7117594828397,Patriots,0.14,79.00%,Devin McCourty,FS/S,2.6043613707165107,2011.0,devin mccourty,devin mccourty,devin mccourty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027010,249.11398456068736,Patriots,0.14,79.00%,Patrick Chung,SS/S,0.8930425752855659,2011.0,patrick chung,patrick chung,patrick chung,244.0,Patrick Chung,NE,S,758.0,4957.0,11.0,15.0,1.0,0.0,19.0,0.0,49.3,55.2,0.0,82.0,1.0,0.0,8.2,6.0,3.0,4.0,91.0,23.0,551.0,147.0,478.0,45.0,13.0,52.0,0.0,35.0,1.0,307.0,2011.0,41841.6,MISSING,patrick chung
Patriots,00-0027235,0.0,Patriots,0.14,79.00%,Ross Ventrone,SS/CB,0.2607044652128764,2011.0,ross ventrone,ross ventrone,ross ventrone,280.0,Ross Ventrone,NE,S,28.0,5805.0,4.0,0.0,0.0,0.0,19.0,0.0,56.3,56.5,72.5,43.0,0.0,0.0,33.3,1.0,0.0,0.0,118.8,1.0,23.0,5.0,19.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,2011.0,1582.0,MISSING,ross ventrone
Patriots,00-0027235,0.0,Patriots,0.14,79.00%,Ross Ventrone,SS/CB,0.1245607476635514,2011.0,ross ventrone,ross ventrone,ross ventrone,280.0,Ross Ventrone,NE,S,28.0,5805.0,4.0,0.0,0.0,0.0,19.0,0.0,56.3,56.5,72.5,43.0,0.0,0.0,33.3,1.0,0.0,0.0,118.8,1.0,23.0,5.0,19.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,2011.0,1582.0,MISSING,ross ventrone
Patriots,00-0027232,0.0,Patriots,0.14,79.00%,Sergio Brown,FS/S,0.3445158878504673,2011.0,sergio brown,sergio brown,sergio brown,279.0,Sergio Brown,NE,S,342.0,5803.0,11.0,3.0,0.0,0.0,19.0,0.0,54.4,55.9,80.4,65.9,1.0,0.0,12.9,4.0,0.0,3.0,94.9,5.0,272.0,62.0,237.0,7.0,3.0,24.0,0.0,7.0,1.0,56.0,2011.0,19117.8,MISSING,sergio brown
Patriots,00-0025753,0.0,Patriots,0.14,79.00%,James Ihedigbo,SS/S,0.4984423676012461,2011.0,james ihedigbo,james ihedigbo,james ihedigbo,225.0,James Ihedigbo,NE,S,897.0,4147.0,17.0,12.0,0.0,0.0,19.0,0.0,43.0,55.4,85.8,56.0,0.0,0.0,14.1,12.0,2.0,0.0,135.4,26.0,552.0,267.0,514.0,69.0,16.0,61.0,3.0,38.0,5.0,335.0,2011.0,49693.8,MISSING,james ihedigbo
Raiders,00-0027023,201.87982240825352,Raiders,-0.05,50.00%,Mike Mitchell,FS/S,0.7684319833852544,2011.0,mike mitchell,mike mitchell,mike mitchell,246.0,Mike Mitchell,OAK,S,493.0,4970.0,13.0,4.0,0.0,0.0,23.0,0.0,48.9,47.7,86.4,53.6,1.0,0.0,17.2,5.0,1.0,2.0,88.6,10.0,160.0,284.0,309.0,42.0,8.0,20.0,2.0,22.0,2.0,197.0,2011.0,23516.1,MISSING,mike mitchell
Raiders,00-0026240,86.96115654866401,Raiders,-0.05,50.00%,Tyvon Branch,SS/S,0.5681877466251298,2011.0,tyvon branch,tyvon branch,tyvon branch,233.0,Tyvon Branch,OAK,S,1133.0,4414.0,16.0,19.0,0.0,0.0,23.0,0.0,68.3,72.4,66.8,90.2,1.0,0.0,5.6,6.0,4.0,2.0,91.5,36.0,255.0,479.0,655.0,360.0,32.0,83.0,2.0,63.0,4.0,412.0,2011.0,82029.20000000001,MISSING,tyvon branch
Rams,00-0024796,0.0,Rams,-0.23,12.50%,Craig Dahl,SS/S,1.3291796469366564,2011.0,craig dahl,craig dahl,craig dahl,224.0,Craig Dahl,SL,S,469.0,3920.0,16.0,6.0,0.0,1.0,26.0,0.0,39.9,39.9,83.1,73.4,1.0,0.0,11.1,6.0,1.0,0.0,90.3,21.0,278.0,110.0,297.0,81.0,10.0,42.0,0.0,33.0,1.0,299.0,2011.0,18713.1,MISSING,craig dahl
Rams,00-0027256,0.0,Rams,-0.23,12.50%,Darian Stewart,FS/S,0.3790238836967808,2011.0,darian stewart,darian stewart,darian stewart,281.0,Darian Stewart,SL,S,891.0,5820.0,15.0,8.0,1.0,2.0,26.0,0.0,57.4,48.1,28.2,40.8,1.0,1.0,21.5,20.0,9.0,2.0,93.8,31.0,521.0,332.0,441.0,35.0,30.0,65.0,7.0,48.0,2.0,376.0,2011.0,42857.1,MISSING,darian stewart
Saints,00-0026990,385.6924321499836,Saints,0.21,77.80%,Malcolm Jenkins,FS/S,2.0602284527518173,2011.0,malcolm jenkins,malcolm jenkins,malcolm jenkins,242.0,Malcolm Jenkins,NO,S,1092.0,4937.0,17.0,9.0,0.0,1.0,20.0,1.0,48.0,55.4,61.8,58.1,0.0,0.0,12.5,12.0,6.0,2.0,120.7,26.0,893.0,124.0,706.0,65.0,13.0,75.0,0.0,49.0,4.0,555.0,2011.0,60496.8,MISSING,malcolm jenkins
Saints,00-0024258,130.36832947437256,Saints,0.21,77.80%,Roman Harper,SS/S,3.032191069574247,2011.0,roman harper,roman harper,roman harper,200.0,Roman Harper,NO,S,1112.0,2988.0,18.0,11.0,0.0,2.0,20.0,1.0,39.4,48.7,0.0,56.3,0.0,0.0,13.5,15.0,2.0,8.0,110.0,33.0,354.0,609.0,606.0,110.0,46.0,85.0,5.0,64.0,7.0,437.0,2011.0,54154.4,MISSING,roman harper
Saints,00-0028564,0.0,Saints,0.21,77.80%,Isa Abdul-Quddus,FS/S,0.3129113187954309,2011.0,isa abdulquddus,isa abdulquddus,isa abdulquddus,302.0,Isa Abdul-Quddus,NO,S,186.0,6722.0,14.0,0.0,0.0,1.0,20.0,0.0,71.4,68.9,0.0,69.8,0.0,0.0,10.0,1.0,1.0,1.0,118.8,3.0,176.0,8.0,138.0,1.0,1.0,9.0,1.0,3.0,0.0,41.0,2011.0,12815.4,MISSING,isa abdulquddus
Seahawks,00-0027866,426.2560593340269,Seahawks,0.0,43.80%,Earl Thomas,FS/S,3.377840083073728,2011.0,earl thomas,earl thomas,earl thomas,262.0,Earl Thomas III,SEA,S,1097.0,5539.0,16.0,10.0,0.0,1.0,29.0,2.0,64.2,71.6,68.1,75.3,2.0,0.0,12.0,12.0,4.0,1.0,83.4,28.0,811.0,235.0,631.0,47.0,32.0,78.0,7.0,41.0,1.0,360.0,2011.0,78545.2,MISSING,earl thomas
Seahawks,00-0027711,92.3012272744764,Seahawks,0.0,43.80%,Walter Thurmond,FS/S,0.4784008307372793,2011.0,walter thurmond,walter thurmond,walter thurmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027733,71.64738471510974,Seahawks,0.0,43.80%,Kam Chancellor,SS/S,0.4181948078920042,2011.0,kam chancellor,kam chancellor,kam chancellor,271.0,Kam Chancellor,SEA,S,1013.0,5656.0,15.0,5.0,1.0,1.0,29.0,1.0,79.2,78.6,0.0,76.5,4.0,0.0,10.4,10.0,8.0,5.0,64.0,23.0,695.0,280.0,592.0,33.0,33.0,81.0,2.0,39.0,3.0,250.0,2011.0,79621.79999999999,MISSING,kam chancellor
Seahawks,00-0027378,0.0,Seahawks,0.0,43.80%,Chris Maragos,FS/S,0.2418907580477673,2011.0,chris maragos,chris maragos,chris maragos,284.0,Chris Maragos,SEA,S,11.0,5906.0,3.0,0.0,0.0,0.0,29.0,0.0,62.3,63.2,68.9,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011.0,695.2,MISSING,chris maragos
Seahawks,00-0027378,0.0,Seahawks,0.0,43.80%,Chris Maragos,FS/S,0.0804984423676012,2011.0,chris maragos,chris maragos,chris maragos,284.0,Chris Maragos,SEA,S,11.0,5906.0,3.0,0.0,0.0,0.0,29.0,0.0,62.3,63.2,68.9,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011.0,695.2,MISSING,chris maragos
Seahawks,00-0028441,0.0,Seahawks,0.0,43.80%,Jeron Johnson,SS/S,0.3156801661474558,2011.0,jeron johnson,jeron johnson,jeron johnson,301.0,Jeron Johnson,SEA,S,10.0,6621.0,2.0,0.0,0.0,0.0,29.0,0.0,62.3,63.8,70.0,75.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011.0,638.0,MISSING,jeron johnson
