team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Texans,00-0026798,0.0,Texans,0.17,61.10%,Tim Jamison,DE,0.4361370716510903,2011.0,tim jamison,tim jamison,tim jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0026292,47.23051002430954,Vikings,-0.1,18.80%,Letroy Guion,DE,0.5351401869158878,2011.0,letroy guion,,letroy guion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0028153,25.066614499248807,Vikings,-0.1,18.80%,D'Aundre Reed,DE,0.3219630321910696,2011.0,daundre reed,daundre reed,daundre reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0020535,57.42169432320507,49ers,0.19,72.20%,Justin Smith,DE,5.451907131011609,2012.0,justin smith,preston smith,preston smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029165,0.0,49ers,0.19,72.20%,Tony Jerod-Eddie,DE,0.3233805970149254,2012.0,tony jerodeddie,,tony jerodeddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029165,0.0,49ers,0.19,72.20%,Tony Jerod-Eddie,DE,0.0803482587064676,2012.0,tony jerodeddie,,tony jerodeddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0028479,0.0,49ers,0.19,72.20%,Demarcus Dobbs,DE,0.3890265339966832,2012.0,demarcus dobbs,,demarcus dobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0028192,12.932071904879242,Bears,0.09,62.50%,Cheta Ozougwu,DE,0.3233830845771144,2012.0,cheta ozougwu,cheta ozougwu,cheta ozougwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0024237,140.91376371398923,Bengals,0.06,58.80%,Manny Lawson,OLB/DE,1.7412935323383083,2012.0,manny lawson,manny lawson,manny lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029586,294.95011010669447,Broncos,0.19,76.50%,Derek Wolfe,DE,0.7849842454394693,2012.0,derek wolfe,,derek wolfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027573,0.0,Broncos,0.19,76.50%,Mitch Unrein,DE,0.3441127694859038,2012.0,mitch unrein,,mitch unrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029303,29.929320601291877,Browns,-0.06,31.30%,Billy Winn,DE,0.3396932006633499,2012.0,billy winn,,billy winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029333,0.0,Browns,-0.06,31.30%,Ronnie Cameron,DE,0.1414800995024875,2012.0,ronnie cameron,ronnie perkins,ronnie perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029562,207.12427725293475,Buccaneers,0.01,43.80%,Lavonte David,OLB,0.5234029850746269,2012.0,lavonte david,,lavonte david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026190,157.53233431661087,Cardinals,-0.15,31.30%,Calais Campbell,DE,4.1459369817578775,2012.0,calais campbell,calais campbell,calais campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0022930,37.97259900178,Cardinals,-0.15,31.30%,Darnell Dockett,DE,5.514096185737976,2012.0,darnell dockett,,darnell dockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0022010,14.672376525441768,Cardinals,-0.15,31.30%,Nick Eason,DE,0.8499170812603648,2012.0,nick eason,nick hampton,nick hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029256,238.65793041514945,Chargers,-0.02,43.80%,Kendall Reyes,DE,0.6223424543946932,2012.0,kendall reyes,,kendall reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0027082,73.79666996550506,Chargers,-0.02,43.80%,Vaughn Martin,DE,0.6107479270315092,2012.0,vaughn martin,,vaughn martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0022169,5.271862513203933,Chargers,-0.02,43.80%,Antonio Garay,DE,1.01575456053068,2012.0,antonio garay,,antonio garay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028586,0.0,Chargers,-0.02,43.80%,Damik Scafe,DE,0.3233830845771144,2012.0,damik scafe,,damik scafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026980,561.3794642805499,Chiefs,-0.26,12.50%,Tyson Jackson,DE,7.877280265339967,2012.0,tyson jackson,tarron jackson,tarron jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026145,446.06446015983187,Chiefs,-0.26,12.50%,Glenn Dorsey,DE,7.270315091210613,2012.0,glenn dorsey,,glenn dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0028024,126.92447617733228,Chiefs,-0.26,12.50%,Allen Bailey,DE,0.5008175787728026,2012.0,allen bailey,,allen bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026093,0.0,Chiefs,-0.26,12.50%,Anthony Toribio,DE,0.4477611940298507,2012.0,anthony toribio,,anthony toribio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026016,0.0,Chiefs,-0.26,12.50%,Ropati Pitoitua,DE,0.9535655058043118,2012.0,ropati pitoitua,,ropati pitoitua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027032,158.65054031430455,Colts,-0.08,64.70%,Fili Moala,DE,0.7238805970149254,2012.0,fili moala,,fili moala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0028025,125.58896537947597,Colts,-0.08,64.70%,Drake Nevis,DE,0.5159850746268657,2012.0,drake nevis,,drake nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0021998,27.42191017854716,Colts,-0.08,64.70%,Cory Redding,DE,1.42343864013267,2012.0,cory redding,,cory redding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0028171,16.411032264850277,Colts,-0.08,64.70%,Lawrence Guy,DE,0.2092470978441127,2012.0,lawrence guy,lawrence sidbury,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027431,0.0,Colts,-0.08,64.70%,Kellen Heard,DE,0.083955223880597,2012.0,kellen heard,,kellen heard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0027979,245.93180211566457,Commanders,0.09,58.80%,Jarvis Jenkins,DE,0.8357197346600332,2012.0,jarvis jenkins,jarvis jones,jarvis jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0025400,241.10186640443797,Commanders,0.09,58.80%,Adam Carriker,DE,1.26969320066335,2012.0,adam carriker,,adam carriker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0023954,0.0,Commanders,0.09,58.80%,Stephen Bowen,DE,3.731343283582089,2012.0,stephen bowen,,stephen bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0028339,0.0,Commanders,0.09,58.80%,Mario Addison,DE,0.2891791044776119,2012.0,mario addison,mario addison,mario addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0029641,149.9963389439196,Cowboys,0.0,50.00%,Tyrone Crawford,DE/DT,0.4426310116086235,2012.0,tyrone crawford,tyrone crawford,tyrone crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0023455,109.47116566047444,Cowboys,0.0,50.00%,Marcus Spears,DE,2.2388059701492535,2012.0,marcus spears,marcus benard,marcus benard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0024307,47.78898492741003,Cowboys,0.0,50.00%,Jason Hatcher,DE,1.7412935323383083,2012.0,jason hatcher,jason hunter,jason hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0021262,7.486658204646411,Cowboys,0.0,50.00%,Kenyon Coleman,DE,1.861525704809287,2012.0,kenyon coleman,antonio coleman,antonio coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027878,278.5316718599112,Dolphins,-0.08,43.80%,Jared Odrick,DE,1.4988407960199006,2012.0,jared odrick,,jared odrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0022805,34.61934755186785,Dolphins,-0.08,43.80%,Randy Starks,DE,4.1459369817578775,2012.0,randy starks,,randy starks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0021706,0.0,Eagles,-0.16,25.00%,Cullen Jenkins,DE,0.6840796019900498,2012.0,cullen jenkins,,cullen jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026942,20.42616601787112,Falcons,0.12,77.80%,Vance Walker,DE,1.0447761194029852,2012.0,vance walker,dandre walker,dandre walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0028863,0.0,Falcons,0.12,77.80%,Dominique Davis,DE,0.3239353233830845,2012.0,dominique davis,dominique easley,dominique easley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0023566,21.76975664638779,Giants,0.02,56.30%,Chris Canty,DE,6.592039800995026,2012.0,chris canty,chris carter,chris carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029366,0.0,Giants,0.02,56.30%,Adewale Ojomo,DE,0.3237976782752902,2012.0,adewale ojomo,,adewale ojomo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027862,440.1123111352885,Jaguars,-0.19,12.50%,Tyson Alualu,DE,2.4087893864013266,2012.0,tyson alualu,,tyson alualu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029306,23.74303503009006,Jaguars,-0.19,12.50%,Jerome Long,DE,0.3233830845771144,2012.0,jerome long,,jerome long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0025689,0.0,Jets,-0.11,37.50%,Mike DeVito,DE,2.0729684908789388,2012.0,mike devito,,mike devito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0028169,16.886564853052036,Panthers,0.05,43.80%,Frank Kearse,DE,0.3855721393034826,2012.0,frank kearse,frank kearse,frank kearse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028311,0.0,Raiders,-0.12,25.00%,Brandon Bair,DE,0.3855721393034826,2012.0,brandon bair,brandon bair,brandon bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0026533,0.0,Raiders,-0.12,25.00%,Desmond Bryant,DE,1.5978441127694858,2012.0,desmond bryant,desmond bryant,desmond bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0026206,122.89647513498691,Rams,-0.03,46.70%,Kendall Langford,DE,2.4875621890547266,2012.0,kendall langford,,kendall langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029148,0.0,Rams,-0.03,46.70%,Sammy Brown,DE,0.0803482587064676,2012.0,sammy brown,cam brown,cam brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029148,0.0,Rams,-0.03,46.70%,Sammy Brown,DE,0.0606343283582089,2012.0,sammy brown,cam brown,cam brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029309,17.536784140969164,Ravens,0.02,70.00%,Deangelo Tyson,DE,0.3332487562189055,2012.0,deangelo tyson,deangelo malone,deangelo malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029657,134.8794788690552,Saints,-0.02,43.80%,Akiem Hicks,DE/DT,0.435924543946932,2012.0,akiem hicks,,akiem hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026194,147.96109316366915,Seahawks,0.18,66.70%,Jason Jones,DE,3.731343283582089,2012.0,jason jones,jason jones,jason jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029277,98.09796066647992,Seahawks,0.18,66.70%,Jaye Howard,DE,0.4135290215588723,2012.0,jaye howard,,jaye howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026261,60.65546395523085,Seahawks,0.18,66.70%,Red Bryant,DE,3.316749585406302,2012.0,red bryant,desmond bryant,desmond bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029308,18.344995594713655,Seahawks,0.18,66.70%,Greg Scruggs,DE,0.3336301824212272,2012.0,greg scruggs,greg scruggs,greg scruggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026964,11.102506693507294,Seahawks,0.18,66.70%,Clinton McDonald,DE,0.4477611940298507,2012.0,clinton mcdonald,,clinton mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027969,290.26000182777,Steelers,0.05,50.00%,Cameron Heyward,DE,1.2635737976782753,2012.0,cameron heyward,cameron wake,cameron wake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0021344,1.8227015418413983,Steelers,0.05,50.00%,Brett Keisel,DE,4.291044776119403,2012.0,brett keisel,,brett keisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027949,469.73216363524415,Texans,0.17,72.20%,J.J. Watt,DE,2.1177255389718077,2012.0,jj watt,jj watt,jj watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029417,85.35327973992683,Texans,0.17,72.20%,Jared Crick,DE,0.4045398009950248,2012.0,jared crick,,jared crick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0022793,15.647413889726746,Texans,0.17,72.20%,Antonio Smith,DE,7.462686567164178,2012.0,antonio smith,aldon smith,aldon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0028985,0.0,Texans,0.17,72.20%,David Hunter,DE,0.3233830845771144,2012.0,david hunter,danielle hunter,danielle hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0026798,0.0,Texans,0.17,72.20%,Tim Jamison,DE,0.6218905472636816,2012.0,tim jamison,tim jamison,tim jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0026292,42.735932742917754,Vikings,-0.01,58.80%,Letroy Guion,DE,1.077943615257048,2012.0,letroy guion,,letroy guion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0026145,330.4526796849577,49ers,0.09,73.70%,Glenn Dorsey,DE,1.7860032362459546,2013.0,glenn dorsey,,glenn dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0020535,42.53903741704629,49ers,0.09,73.70%,Justin Smith,DE,3.1769142394822008,2013.0,justin smith,preston smith,preston smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029165,0.0,49ers,0.09,73.70%,Tony Jerod-Eddie,DE,0.3276699029126214,2013.0,tony jerodeddie,,tony jerodeddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0028479,0.0,49ers,0.09,73.70%,Demarcus Dobbs,DE,0.4259862459546925,2013.0,demarcus dobbs,,demarcus dobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029586,266.8818960783634,Broncos,0.21,79.00%,Derek Wolfe,DE,0.957413430420712,2013.0,derek wolfe,,derek wolfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027573,0.0,Broncos,0.21,79.00%,Mitch Unrein,DE,0.4490291262135922,2013.0,mitch unrein,,mitch unrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029303,27.081169176443392,Browns,-0.06,25.00%,Billy Winn,DE,0.4042637540453074,2013.0,billy winn,,billy winn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0030553,23.955035030090063,Browns,-0.06,25.00%,Armonty Bryant,DE,0.3369530744336569,2013.0,armonty bryant,armonty bryant,armonty bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0027628,0.0,Browns,-0.06,25.00%,Brian Sanford,DE,0.0264134304207119,2013.0,brian sanford,brian sanford,brian sanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0026533,0.0,Browns,-0.06,25.00%,Desmond Bryant,DE,6.472491909385113,2013.0,desmond bryant,desmond bryant,desmond bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029562,187.4137962421097,Buccaneers,-0.1,25.00%,Lavonte David,OLB,0.638373786407767,2013.0,lavonte david,,lavonte david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026190,116.70282360826918,Cardinals,0.07,62.50%,Calais Campbell,DE,7.079288025889968,2013.0,calais campbell,calais campbell,calais campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0024306,35.93802218347819,Cardinals,0.07,62.50%,Frostee Rucker,DE,0.5016181229773463,2013.0,frostee rucker,frostee rucker,frostee rucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0022930,28.130793227159035,Cardinals,0.07,62.50%,Darnell Dockett,DE,6.229773462783172,2013.0,darnell dockett,,darnell dockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026791,0.0,Cardinals,0.07,62.50%,Ronald Talley,DE,0.4490291262135922,2013.0,ronald talley,ronald talley,ronald talley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029256,215.9466255506495,Chargers,0.05,55.60%,Kendall Reyes,DE,0.7590461165048544,2013.0,kendall reyes,,kendall reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028025,113.63759516777256,Chargers,0.05,55.60%,Drake Nevis,DE,0.0552063106796116,2013.0,drake nevis,,drake nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028171,14.849316061831953,Chargers,0.05,55.60%,Lawrence Guy,DE,0.274128640776699,2013.0,lawrence guy,lawrence sidbury,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0026980,507.9571449980229,Chiefs,0.07,64.70%,Tyson Jackson,DE,5.825242718446602,2013.0,tyson jackson,tarron jackson,tarron jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0028024,114.846015309864,Chiefs,0.07,64.70%,Allen Bailey,DE,0.5817038834951456,2013.0,allen bailey,,allen bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0029277,88.76270544405082,Chiefs,0.07,64.70%,Jaye Howard,DE,0.3883495145631068,2013.0,jaye howard,,jaye howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0030109,28.635529678388632,Chiefs,0.07,64.70%,Mike Catapano,DE,0.3416512944983819,2013.0,mike catapano,mike catapano,mike catapano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0025689,0.0,Chiefs,0.07,64.70%,Mike DeVito,DE,1.8608414239482205,2013.0,mike devito,,mike devito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0027032,143.55294526800526,Colts,0.02,66.70%,Fili Moala,DE,1.011326860841424,2013.0,fili moala,,fili moala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0021998,20.314650706165196,Colts,0.02,66.70%,Cory Redding,DE,3.553128640776699,2013.0,cory redding,,cory redding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0027979,222.52829683926845,Commanders,-0.09,18.80%,Jarvis Jenkins,DE,0.8157467637540452,2013.0,jarvis jenkins,jarvis jones,jarvis jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0023954,0.0,Commanders,-0.09,18.80%,Stephen Bowen,DE,2.7993527508090614,2013.0,stephen bowen,,stephen bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0024307,35.40295078210934,Cowboys,0.0,50.00%,Jason Hatcher,DE,2.103559870550162,2013.0,jason hatcher,jason hunter,jason hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0028169,15.279595741132388,Cowboys,0.0,50.00%,Frank Kearse,DE,0.0528268608414239,2013.0,frank kearse,frank kearse,frank kearse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027878,252.02587880696123,Dolphins,-0.06,50.00%,Jared Odrick,DE,1.5692135922330095,2013.0,jared odrick,,jared odrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0022805,25.64664345453672,Dolphins,-0.06,50.00%,Randy Starks,DE,6.836569579288026,2013.0,randy starks,,randy starks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0029972,0.0,Dolphins,-0.06,50.00%,A.J. Francis,DE,0.0963729773462783,2013.0,aj francis,justin francis,justin francis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0027784,30.01517274223616,Eagles,0.11,58.80%,Clifton Geathers,DE,0.5097087378640777,2013.0,clifton geathers,,clifton geathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0028863,0.0,Falcons,-0.1,25.00%,Dominique Davis,DE,0.3888883495145631,2013.0,dominique davis,dominique easley,dominique easley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021706,0.0,Giants,-0.09,43.80%,Cullen Jenkins,DE,1.4697944983818771,2013.0,cullen jenkins,,cullen jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027862,398.23008725349337,Jaguars,-0.24,25.00%,Tyson Alualu,DE,2.924757281553398,2013.0,tyson alualu,,tyson alualu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0028025,113.63759516777256,Jaguars,-0.24,25.00%,Drake Nevis,DE,0.0264134304207119,2013.0,drake nevis,,drake nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0027661,166.12896737855115,Jets,-0.1,50.00%,Jermaine Cunningham,DE,0.1798964401294498,2013.0,jermaine cunningham,jermaine cunningham,jermaine cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0024397,11.545422688455051,Packers,-0.04,50.00%,Johnny Jolly,DE,0.5784789644012944,2013.0,johnny jolly,,johnny jolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0026942,18.48235931998436,Raiders,-0.13,25.00%,Vance Walker,DE,1.6181229773462782,2013.0,vance walker,dandre walker,dandre walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0026206,91.043948037556,Rams,-0.05,43.80%,Kendall Langford,DE,4.854368932038835,2013.0,kendall langford,,kendall langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0030052,0.0,Rams,-0.05,43.80%,Gerald Rivers,DE,0.2891205501618122,2013.0,gerald rivers,gerald rivers,gerald rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029148,0.0,Rams,-0.05,43.80%,Sammy Brown,DE,0.0776699029126213,2013.0,sammy brown,cam brown,cam brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029148,0.0,Rams,-0.05,43.80%,Sammy Brown,DE,0.022843851132686,2013.0,sammy brown,cam brown,cam brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0023566,16.127432383451005,Ravens,-0.09,50.00%,Chris Canty,DE,1.218985436893204,2013.0,chris canty,chris carter,chris carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029309,15.8679384827685,Ravens,-0.09,50.00%,Deangelo Tyson,DE,0.3979757281553398,2013.0,deangelo tyson,deangelo malone,deangelo malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030070,147.8496699006052,Saints,0.16,66.70%,John Jenkins,DE,0.4424676375404531,2013.0,john jenkins,jordan jenkins,jordan jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029657,122.04399940591166,Saints,0.16,66.70%,Akiem Hicks,DE/DT,0.5082726537216828,2013.0,akiem hicks,,akiem hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030215,0.0,Saints,0.16,66.70%,Glenn Foster,DE,0.3295574433656958,2013.0,glenn foster,,glenn foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029193,413.9577795709173,Seahawks,0.22,84.20%,Bruce Irvin,DE/OLB,1.562724919093851,2013.0,bruce irvin,bruce irvin,bruce irvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026261,44.9346728819382,Seahawks,0.22,84.20%,Red Bryant,DE,6.148867313915858,2013.0,red bryant,desmond bryant,desmond bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0026964,10.0459634902801,Seahawks,0.22,84.20%,Clinton McDonald,DE,0.4797257281553397,2013.0,clinton mcdonald,,clinton mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
