Team,Year,Cap_Space,adjusted_value,snap_counts_defense,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,assists,tackles,tackles_for_loss,stops,interceptions,interception_touchdowns,missed_tackles,pass_break_ups,penalties,declined_penalties,forced_fumbles,fumble_recoveries,receptions,targets,touchdowns,yards,player_game_count,Net EPA,Win %,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,missed_tackle_rate,qb_rating_against
Titans,2020,6.980117558022199,389.4031012691296,2537.0,1116.0,923.0,1614.0,317.0,43.0,197.0,6.0,51.0,6.0,0.0,30.0,12.0,9.0,2.0,2.0,1.0,93.0,120.0,7.0,1022.0,53.0,0.058,64.70%,62.98,62.279999999999994,60.120000000000005,68.5,9.350000000000001,84.64
Vikings,2020,11.899862764883956,108.01891809353026,2238.0,1117.0,664.0,1237.0,287.0,52.0,156.0,5.0,30.0,5.0,0.0,21.0,12.0,5.0,1.0,0.0,0.0,39.0,61.0,8.0,606.0,43.0,-0.006,43.80%,54.779999999999994,53.67999999999999,64.66,71.275,9.45,129.48000000000002
49ers,2021,4.808436164383561,354.20540482893534,2215.0,1262.0,561.0,1353.0,317.0,47.0,132.0,5.0,45.0,2.0,1.0,18.0,7.0,5.0,0.0,0.0,0.0,47.0,80.0,4.0,507.0,48.0,0.081,60.00%,64.35,64.9,65.75,71.625,9.275,95.275
Bears,2021,5.3273972602739725,157.96369836181134,2244.0,1031.0,696.0,1254.0,399.0,37.0,159.0,4.0,43.0,5.0,0.0,26.0,8.0,3.0,0.0,1.0,2.0,64.0,98.0,10.0,740.0,50.0,-0.119,35.30%,64.525,64.5,59.35,62.925,12.325,91.15
Bengals,2021,6.514477808219178,299.29165778012054,2352.0,1251.0,652.0,1529.0,275.0,41.0,168.0,8.0,53.0,2.0,0.0,26.0,7.0,7.0,1.0,3.0,3.0,86.0,104.0,5.0,1008.0,52.0,0.077,61.90%,59.21666666666667,55.61666666666667,60.6,68.93333333333334,9.799999999999999,109.36666666666667
Bills,2021,7.983278904109589,125.0125367436432,2155.0,1195.0,549.0,1250.0,280.0,37.0,123.0,6.0,38.0,11.0,1.0,19.0,10.0,5.0,1.0,1.0,2.0,34.0,59.0,3.0,308.0,47.0,0.202,63.20%,81.2,77.875,72.425,64.45,10.075,63.074999999999996
Broncos,2021,7.146694794520547,318.0022157322068,2316.0,1289.0,672.0,1449.0,334.0,28.0,158.0,6.0,44.0,8.0,0.0,30.0,10.0,3.0,2.0,0.0,0.0,71.0,102.0,6.0,851.0,54.0,0.016,41.20%,59.4,62.279999999999994,64.14,54.75,22.05,73.1
Browns,2021,4.591316164383561,549.9951812119473,2377.0,1286.0,646.0,1444.0,350.0,38.0,146.0,7.0,54.0,5.0,0.0,26.0,5.0,6.0,3.0,2.0,0.0,64.0,94.0,11.0,810.0,52.0,-0.005,47.10%,59.31666666666666,59.76666666666667,66.43333333333334,57.449999999999996,17.533333333333335,105.85000000000001
Buccaneers,2021,3.6207079452054796,397.88140754759746,2417.0,1179.0,582.0,1618.0,451.0,44.0,184.0,11.0,75.0,8.0,2.0,39.0,12.0,6.0,0.0,4.0,3.0,79.0,113.0,4.0,753.0,49.0,0.205,73.70%,75.675,77.75,69.8,62.725,13.225000000000001,68.0
Cardinals,2021,6.957265753424657,416.2356429277302,2110.0,1099.0,638.0,1239.0,268.0,51.0,164.0,8.0,64.0,6.0,0.0,26.0,6.0,6.0,1.0,0.0,1.0,59.0,79.0,3.0,683.0,51.0,0.141,61.10%,64.96000000000001,67.52000000000001,71.16,72.43333333333334,7.433333333333334,59.0
Chargers,2021,4.209813150684932,538.2380289065366,2507.0,1320.0,716.0,1464.0,397.0,75.0,188.0,10.0,53.0,3.0,0.0,41.0,7.0,7.0,3.0,4.0,1.0,77.0,116.0,8.0,848.0,55.0,0.044,52.90%,59.300000000000004,60.71666666666666,65.03333333333333,58.82000000000001,11.98,88.16666666666667
Chiefs,2021,12.853810410958905,256.8652816934557,2592.0,1029.0,870.0,1655.0,482.0,26.0,168.0,4.0,42.0,6.0,2.0,34.0,9.0,5.0,1.0,1.0,5.0,85.0,113.0,9.0,1103.0,54.0,0.102,70.00%,67.875,66.025,69.575,62.9,11.9,102.25
Colts,2021,3.1159287671232874,381.07623630862724,2154.0,1343.0,517.0,1322.0,160.0,42.0,136.0,5.0,36.0,3.0,0.0,24.0,7.0,6.0,3.0,1.0,3.0,38.0,61.0,9.0,565.0,49.0,0.06,52.90%,59.260000000000005,63.58,69.74,69.72,10.68,101.64
Commanders,2021,11.034865205479452,247.73890498509164,936.0,250.0,435.0,538.0,202.0,22.0,85.0,7.0,41.0,2.0,0.0,12.0,0.0,1.0,0.0,1.0,2.0,57.0,72.0,6.0,672.0,23.0,-0.116,41.20%,45.025,52.2,76.9,59.325,15.45,96.175
Cowboys,2021,2.0972630136986297,465.3321732384687,2727.0,1323.0,775.0,1700.0,320.0,39.0,176.0,10.0,58.0,5.0,0.0,28.0,13.0,11.0,2.0,2.0,1.0,62.0,104.0,7.0,610.0,62.0,0.173,66.70%,64.8,67.0,53.18333333333334,65.23333333333333,9.216666666666667,52.96666666666666
Dolphins,2021,6.679088219178082,626.164811137389,2226.0,922.0,632.0,1292.0,322.0,62.0,151.0,4.0,54.0,3.0,0.0,27.0,10.0,9.0,1.0,5.0,4.0,84.0,110.0,9.0,1012.0,56.0,-0.019,52.90%,59.52,59.279999999999994,57.720000000000006,71.925,6.8,94.52000000000001
Eagles,2021,2.8052783561643833,107.68726931428378,2244.0,1336.0,550.0,1372.0,310.0,40.0,160.0,4.0,47.0,4.0,0.0,18.0,7.0,5.0,0.0,1.0,0.0,60.0,88.0,5.0,615.0,50.0,0.052,50.00%,57.52,60.14,51.38000000000001,75.46000000000001,9.120000000000001,97.2
Falcons,2021,2.705991232876712,402.2623802331102,2399.0,1351.0,564.0,1333.0,322.0,29.0,132.0,6.0,31.0,4.0,0.0,24.0,10.0,6.0,1.0,0.0,0.0,63.0,93.0,5.0,735.0,48.0,-0.156,41.20%,59.575,59.85,48.475,60.1,14.175,85.075
Giants,2021,6.298558356164383,600.6670818463075,2056.0,1038.0,373.0,1223.0,466.0,41.0,147.0,3.0,44.0,6.0,1.0,14.0,10.0,4.0,0.0,1.0,1.0,92.0,123.0,7.0,998.0,46.0,-0.169,23.50%,63.083333333333336,63.916666666666664,64.58333333333333,79.84,4.1,77.28333333333335
Jaguars,2021,4.495072876712328,326.1098622592769,2311.0,1209.0,683.0,1278.0,244.0,41.0,158.0,3.0,48.0,1.0,0.0,33.0,4.0,8.0,0.0,1.0,0.0,50.0,76.0,4.0,564.0,49.0,-0.19,17.70%,61.04,60.120000000000005,56.92,61.5,13.540000000000001,96.56
Jets,2021,8.17790301369863,435.2832865477263,1218.0,581.0,411.0,677.0,192.0,30.0,87.0,5.0,26.0,2.0,0.0,15.0,4.0,2.0,0.0,3.0,0.0,36.0,50.0,4.0,577.0,24.0,-0.211,23.50%,61.9,63.46,60.54,72.58,4.94,87.88
Lions,2021,3.5509863013698624,257.40295942589,2856.0,1463.0,594.0,1606.0,456.0,56.0,221.0,2.0,48.0,2.0,0.0,32.0,11.0,7.0,0.0,1.0,1.0,93.0,129.0,9.0,1013.0,62.0,-0.163,18.80%,58.73333333333333,56.31666666666666,71.89999999999999,64.56666666666666,13.15,103.55
Packers,2021,6.089589589041096,416.71456189254786,2347.0,1367.0,565.0,1590.0,387.0,28.0,141.0,2.0,26.0,5.0,0.0,23.0,15.0,6.0,1.0,0.0,0.0,79.0,125.0,14.0,940.0,51.0,0.116,72.20%,60.099999999999994,59.03333333333333,57.36666666666667,61.1,14.5,105.63333333333333
Panthers,2021,4.540658630136987,274.22453228116103,2308.0,909.0,798.0,1276.0,393.0,35.0,163.0,8.0,54.0,2.0,0.0,27.0,3.0,7.0,1.0,1.0,1.0,51.0,76.0,9.0,550.0,56.0,-0.101,29.40%,57.86,56.44,61.160000000000004,59.46,15.8,116.0
Patriots,2021,11.469380273972604,433.2393935804397,2654.0,966.0,959.0,1522.0,377.0,63.0,175.0,8.0,61.0,11.0,1.0,22.0,14.0,3.0,1.0,1.0,1.0,68.0,114.0,5.0,632.0,53.0,0.133,55.60%,71.7,67.275,70.925,74.175,6.4,65.15
Raiders,2021,3.806566575342466,648.1915972093724,2565.0,1376.0,723.0,1644.0,342.0,46.0,149.0,5.0,51.0,2.0,0.0,33.0,11.0,3.0,0.0,0.0,2.0,92.0,125.0,8.0,793.0,55.0,-0.062,55.60%,61.17999999999999,63.1,76.9,57.06,12.14,95.24
Rams,2021,2.209632328767123,305.53572885329595,2648.0,1552.0,566.0,1725.0,485.0,62.0,184.0,2.0,49.0,7.0,0.0,24.0,5.0,1.0,0.0,0.0,1.0,96.0,126.0,4.0,1014.0,57.0,0.107,76.20%,56.55,60.525,86.6,73.19999999999999,10.0,83.325
Ravens,2021,4.545991780821918,257.1132169453673,2413.0,1052.0,780.0,1522.0,296.0,40.0,160.0,7.0,49.0,4.0,1.0,23.0,10.0,2.0,0.0,0.0,0.0,86.0,123.0,8.0,1239.0,57.0,-0.069,47.10%,57.96666666666667,60.666666666666664,79.61666666666667,69.81666666666666,10.316666666666666,89.01666666666667
Saints,2021,10.416876164383561,297.9327250668826,2193.0,1338.0,392.0,1380.0,253.0,31.0,127.0,2.0,36.0,3.0,1.0,24.0,9.0,2.0,0.0,2.0,0.0,48.0,72.0,4.0,479.0,45.0,0.038,52.90%,68.375,67.425,83.725,60.699999999999996,16.799999999999997,96.0
Seahawks,2021,5.915563835616439,772.29778946961,2195.0,1437.0,386.0,1269.0,220.0,51.0,138.0,4.0,40.0,7.0,0.0,21.0,5.0,4.0,0.0,0.0,0.0,50.0,80.0,4.0,531.0,33.0,0.018,41.20%,59.0,62.625,69.675,74.0,7.033333333333334,55.800000000000004
Steelers,2021,4.062806027397261,921.2003197570862,2245.0,1129.0,584.0,1317.0,439.0,45.0,166.0,8.0,36.0,4.0,0.0,25.0,9.0,3.0,0.0,1.0,1.0,60.0,88.0,5.0,631.0,35.0,-0.057,52.90%,58.1,57.56666666666666,75.36666666666666,75.46666666666667,7.0,83.56666666666668
Texans,2021,7.818191780821917,332.6834931868153,1931.0,1048.0,450.0,1062.0,256.0,46.0,121.0,2.0,29.0,4.0,0.0,35.0,5.0,6.0,1.0,1.0,1.0,34.0,57.0,5.0,585.0,47.0,-0.211,23.50%,52.92,51.14,71.8,50.62,20.82,88.26
Titans,2021,10.008408219178083,218.85137170211743,2235.0,1222.0,652.0,1540.0,305.0,37.0,149.0,2.0,40.0,6.0,1.0,18.0,9.0,6.0,0.0,4.0,2.0,75.0,110.0,8.0,796.0,49.0,0.043,66.70%,76.9,78.45,79.0,75.075,7.325,84.725
Vikings,2021,5.158097534246576,102.51603984716047,2309.0,1190.0,592.0,1400.0,356.0,43.0,179.0,1.0,43.0,4.0,0.0,14.0,12.0,8.0,0.0,3.0,0.0,48.0,76.0,5.0,685.0,36.0,0.022,47.10%,67.93333333333334,70.10000000000001,47.833333333333336,85.89999999999999,4.033333333333334,81.86666666666666
49ers,2022,8.329917387127761,189.78590945911026,2653.0,1387.0,480.0,1726.0,673.0,45.0,161.0,6.0,56.0,13.0,1.0,22.0,9.0,3.0,2.0,3.0,0.0,105.0,149.0,11.0,1073.0,62.0,0.196,75.00%,64.03999999999999,68.74,82.4,74.17999999999999,5.12,73.53999999999999
Bears,2022,8.88357636887608,317.2347148740346,2078.0,999.0,612.0,1063.0,239.0,45.0,174.0,5.0,45.0,6.0,0.0,35.0,5.0,3.0,2.0,3.0,1.0,50.0,81.0,8.0,515.0,41.0,-0.162,17.70%,65.25,66.35,83.225,65.125,10.45,62.349999999999994
Bengals,2022,11.96759414024976,609.0811032704958,2195.0,1154.0,606.0,1322.0,285.0,32.0,124.0,6.0,38.0,8.0,0.0,21.0,7.0,1.0,0.0,3.0,1.0,59.0,85.0,6.0,768.0,50.0,0.124,73.70%,64.275,64.95,81.8,68.975,8.0,71.65
Bills,2022,9.90636599423631,110.39091511523495,2136.0,1186.0,552.0,1318.0,317.0,47.0,142.0,9.0,40.0,5.0,0.0,38.0,5.0,5.0,0.0,2.0,0.0,44.0,62.0,7.0,525.0,46.0,0.156,77.80%,62.8,60.660000000000004,46.86,54.720000000000006,16.02,111.6
Broncos,2022,11.166809317963496,190.1738897197544,2332.0,1426.0,524.0,1455.0,344.0,51.0,135.0,6.0,47.0,8.0,0.0,39.0,7.0,4.0,0.0,4.0,3.0,73.0,103.0,8.0,765.0,48.0,-0.036,29.40%,75.275,70.47999999999999,54.279999999999994,54.975,16.175,61.96
Browns,2022,5.6577857829010565,363.03646522724625,2473.0,1170.0,805.0,1378.0,403.0,43.0,177.0,6.0,61.0,5.0,0.0,35.0,9.0,6.0,1.0,2.0,2.0,58.0,93.0,3.0,754.0,54.0,-0.016,41.20%,56.65,55.1,62.949999999999996,47.9,19.025,87.7
Buccaneers,2022,2.9060581171950046,455.71064365398917,2159.0,844.0,515.0,1251.0,605.0,50.0,166.0,12.0,64.0,4.0,1.0,26.0,6.0,7.0,1.0,1.0,0.0,80.0,106.0,9.0,922.0,42.0,-0.004,44.40%,64.225,65.6,58.725,68.725,8.125,106.2
Cardinals,2022,9.301688760806915,205.64422393249401,2160.0,1068.0,693.0,1260.0,285.0,53.0,177.0,3.0,47.0,3.0,0.0,19.0,9.0,2.0,0.0,1.0,2.0,57.0,80.0,8.0,622.0,45.0,-0.094,23.50%,62.725,69.575,75.15,80.525,3.875,79.175
Chargers,2022,6.383096541786744,641.0787072746919,2246.0,1118.0,649.0,1295.0,379.0,49.0,168.0,3.0,50.0,5.0,0.0,30.0,7.0,11.0,6.0,4.0,1.0,53.0,81.0,4.0,664.0,54.0,-0.005,55.60%,59.9,58.04,68.1,53.279999999999994,26.560000000000002,49.839999999999996
Chiefs,2022,4.877884245917387,547.0987187951605,2568.0,1445.0,571.0,1707.0,391.0,39.0,142.0,4.0,39.0,3.0,0.0,28.0,13.0,5.0,0.0,0.0,0.0,71.0,107.0,10.0,732.0,59.0,0.18,85.00%,68.74,71.47999999999999,76.3,66.575,10.125,74.72
Colts,2022,2.874630163304515,314.96878679117606,2596.0,1269.0,714.0,1473.0,545.0,40.0,145.0,9.0,47.0,7.0,2.0,18.0,8.0,5.0,1.0,0.0,3.0,80.0,114.0,10.0,929.0,52.0,-0.136,25.00%,64.575,63.3,57.55,69.475,10.7,98.4
Commanders,2022,3.1239932756964457,259.7277880772699,2829.0,1176.0,907.0,1694.0,631.0,51.0,211.0,12.0,76.0,4.0,0.0,24.0,11.0,3.0,0.0,3.0,1.0,97.0,140.0,8.0,980.0,68.0,-0.007,50.00%,67.67999999999999,66.47999999999999,78.76,73.66,7.26,94.52000000000001
Cowboys,2022,4.050237752161383,252.4864981083481,2677.0,1264.0,798.0,1498.0,359.0,38.0,199.0,11.0,77.0,5.0,0.0,25.0,4.0,7.0,2.0,2.0,4.0,65.0,89.0,3.0,608.0,51.0,0.118,68.40%,63.6,63.48,64.67999999999999,68.02000000000001,15.0,75.78
Dolphins,2022,5.601597982708934,481.81349113286143,2408.0,1134.0,682.0,1541.0,379.0,51.0,172.0,3.0,52.0,3.0,0.0,29.0,10.0,3.0,1.0,4.0,0.0,95.0,124.0,4.0,1041.0,67.0,0.032,50.00%,59.333333333333336,62.46666666666667,74.33333333333333,68.28333333333333,8.75,83.89999999999999
Eagles,2022,2.5757896253602306,179.04271131880802,2284.0,1407.0,513.0,1432.0,311.0,35.0,172.0,8.0,47.0,7.0,0.0,27.0,9.0,5.0,0.0,1.0,0.0,82.0,109.0,11.0,852.0,53.0,0.163,80.00%,59.175,63.525,61.449999999999996,71.95,8.625,102.8
Falcons,2022,2.5085182516810756,313.53345670341974,2106.0,1055.0,523.0,1144.0,347.0,59.0,150.0,4.0,40.0,4.0,0.0,35.0,9.0,2.0,1.0,2.0,2.0,53.0,77.0,4.0,609.0,37.0,-0.061,41.20%,56.56666666666666,59.05,73.8,60.73333333333333,9.933333333333334,67.4
Giants,2022,3.305696445725264,593.7031020244892,2356.0,1029.0,762.0,1373.0,306.0,51.0,165.0,7.0,58.0,5.0,1.0,18.0,9.0,5.0,0.0,1.0,2.0,78.0,118.0,4.0,835.0,56.0,-0.013,55.60%,63.449999999999996,57.88333333333333,73.0,70.53333333333333,9.450000000000001,73.60000000000001
Jaguars,2022,7.074187319884727,385.9247798948695,2367.0,1330.0,633.0,1409.0,302.0,48.0,150.0,8.0,44.0,7.0,2.0,35.0,8.0,1.0,0.0,3.0,0.0,61.0,82.0,3.0,692.0,44.0,0.065,52.60%,60.075,63.224999999999994,82.45,66.5,9.75,51.325
Jets,2022,4.059536023054755,272.97550623974485,2342.0,1429.0,557.0,1347.0,299.0,47.0,127.0,5.0,45.0,6.0,0.0,32.0,9.0,6.0,1.0,0.0,1.0,52.0,75.0,6.0,706.0,53.0,-0.041,41.20%,60.06,61.08,69.1,56.875,16.025,93.4
Lions,2022,4.683815561959654,380.69896654108766,1983.0,1136.0,411.0,1195.0,298.0,35.0,148.0,4.0,29.0,5.0,0.0,18.0,8.0,7.0,1.0,3.0,3.0,38.0,57.0,5.0,533.0,41.0,-0.011,52.90%,68.22,67.38,65.03999999999999,72.025,10.35,58.42
Packers,2022,6.899851585014409,337.63208997869896,2240.0,1110.0,640.0,1244.0,432.0,31.0,154.0,9.0,34.0,5.0,1.0,26.0,7.0,7.0,0.0,1.0,3.0,68.0,99.0,11.0,888.0,48.0,-0.014,47.10%,55.73333333333333,58.85,63.3,58.800000000000004,13.300000000000002,82.825
Panthers,2022,3.267419308357349,259.4228009488091,2066.0,767.0,658.0,1195.0,488.0,31.0,154.0,3.0,41.0,0.0,0.0,27.0,10.0,6.0,2.0,1.0,2.0,62.0,91.0,2.0,639.0,40.0,-0.046,41.20%,62.220000000000006,61.760000000000005,69.62,65.12,11.08,93.46000000000001
Patriots,2022,8.12052065321806,473.35930524298317,2971.0,1108.0,1099.0,1837.0,517.0,65.0,189.0,9.0,74.0,7.0,2.0,19.0,12.0,3.0,0.0,1.0,3.0,91.0,136.0,12.0,1004.0,68.0,0.038,47.10%,63.7,66.0,70.08000000000001,79.375,6.7,95.47999999999999
Raiders,2022,2.432830451488953,257.2697888632565,2357.0,1273.0,573.0,1421.0,319.0,38.0,143.0,5.0,35.0,2.0,1.0,23.0,7.0,7.0,0.0,2.0,0.0,78.0,102.0,7.0,818.0,59.0,-0.059,35.30%,62.1,61.7,70.64,69.1,7.859999999999999,99.22
Rams,2022,2.9719173871277618,273.37749898480143,2226.0,1344.0,535.0,1340.0,313.0,43.0,163.0,5.0,40.0,4.0,0.0,23.0,7.0,2.0,0.0,2.0,1.0,76.0,99.0,5.0,706.0,48.0,-0.098,29.40%,55.88000000000001,64.0,78.16,69.12,11.4,101.66
Ravens,2022,6.268730547550432,743.6938861294178,2725.0,1332.0,600.0,1745.0,578.0,48.0,197.0,5.0,54.0,4.0,0.0,23.0,13.0,7.0,2.0,3.0,3.0,98.0,131.0,5.0,1010.0,57.0,0.006,55.60%,71.1,73.6,75.02499999999999,73.625,9.725,94.35
Saints,2022,5.29173967339097,282.46572926071724,2384.0,1080.0,702.0,1396.0,412.0,39.0,151.0,5.0,40.0,5.0,0.0,20.0,7.0,5.0,0.0,3.0,1.0,57.0,89.0,4.0,518.0,57.0,-0.002,41.20%,67.08,70.14,75.16,71.67999999999999,7.4799999999999995,58.44
Seahawks,2022,8.080503842459173,679.421488494081,2140.0,1308.0,498.0,1237.0,236.0,31.0,128.0,0.0,30.0,4.0,0.0,33.0,7.0,3.0,0.0,0.0,1.0,58.0,87.0,5.0,757.0,42.0,-0.019,50.00%,64.47500000000001,65.525,77.125,56.475,13.95,76.125
Steelers,2022,5.860823727185399,819.5420994788744,2098.0,1118.0,500.0,1266.0,328.0,54.0,125.0,2.0,36.0,8.0,1.0,19.0,8.0,4.0,0.0,0.0,0.0,51.0,77.0,5.0,750.0,39.0,-0.009,52.90%,76.63333333333333,77.5,49.03333333333333,77.73333333333333,7.2,77.96666666666667
Texans,2022,4.4128847262247834,545.6934598864642,2354.0,1321.0,601.0,1218.0,254.0,66.0,231.0,6.0,53.0,5.0,0.0,48.0,8.0,3.0,0.0,0.0,2.0,54.0,78.0,7.0,771.0,57.0,-0.177,18.80%,60.95,60.15,73.725,70.55000000000001,9.649999999999999,101.44999999999999
Titans,2022,6.687924591738713,139.9699906627939,2387.0,985.0,765.0,1605.0,544.0,45.0,162.0,1.0,41.0,6.0,1.0,26.0,5.0,3.0,0.0,1.0,1.0,88.0,120.0,6.0,951.0,39.0,-0.081,41.20%,75.76666666666667,71.23333333333333,58.06666666666667,65.76666666666667,12.066666666666668,91.83333333333333
Vikings,2022,4.991308357348704,376.7293297409142,1173.0,671.0,290.0,731.0,149.0,13.0,98.0,2.0,24.0,6.0,0.0,11.0,6.0,1.0,1.0,1.0,0.0,46.0,61.0,3.0,448.0,29.0,-0.001,72.20%,70.10000000000001,71.43333333333332,79.03333333333333,80.2,8.25,48.76666666666667
49ers,2023,2.970059608540925,174.9428021711909,2427.0,1517.0,447.0,1620.0,386.0,39.0,146.0,4.0,39.0,8.0,0.0,22.0,5.0,8.0,1.0,1.0,0.0,51.0,79.0,4.0,605.0,49.0,0.26,70.00%,59.85,61.85,68.78333333333335,70.52000000000001,11.16,65.10000000000001
Bears,2023,9.117102758007118,263.4387604843958,1577.0,833.0,464.0,1012.0,186.0,32.0,114.0,3.0,41.0,3.0,0.0,17.0,8.0,5.0,1.0,2.0,1.0,43.0,65.0,6.0,493.0,30.0,0.0,41.20%,59.666666666666664,60.9,58.0,72.39999999999999,8.066666666666666,72.10000000000001
Bengals,2023,1.9207468861209964,184.1133296734431,1093.0,497.0,395.0,643.0,130.0,35.0,90.0,4.0,35.0,1.0,0.0,15.0,2.0,1.0,0.0,0.0,1.0,32.0,45.0,2.0,436.0,34.0,-0.04,52.90%,57.6,63.25,82.6,68.85,10.85,103.25
Bills,2023,8.2309506227758,163.28333147803826,2468.0,1059.0,804.0,1547.0,495.0,51.0,162.0,3.0,40.0,3.0,0.0,19.0,8.0,5.0,1.0,2.0,1.0,68.0,95.0,6.0,808.0,52.0,0.19,63.20%,65.35,62.925,54.55,74.77499999999999,6.05,97.775
Broncos,2023,10.010237989323842,185.07122019383908,1738.0,1058.0,408.0,1037.0,238.0,34.0,110.0,3.0,31.0,4.0,0.0,24.0,10.0,3.0,0.0,4.0,1.0,43.0,67.0,6.0,641.0,39.0,-0.07,47.10%,56.725,58.879999999999995,58.0,59.06666666666666,15.266666666666666,68.0
Browns,2023,4.330872330960854,334.5040892368702,2461.0,1221.0,623.0,1475.0,436.0,36.0,192.0,16.0,77.0,5.0,1.0,33.0,8.0,3.0,0.0,1.0,1.0,69.0,102.0,5.0,566.0,66.0,0.05,61.10%,65.48333333333333,66.31666666666666,77.31666666666666,70.06666666666666,10.549999999999999,72.76666666666667
Buccaneers,2023,2.554673042704626,274.63686291445026,2009.0,1048.0,545.0,1156.0,266.0,52.0,154.0,7.0,40.0,3.0,0.0,21.0,9.0,1.0,0.0,6.0,4.0,59.0,78.0,6.0,836.0,44.0,-0.01,52.60%,63.4,64.2,83.73333333333333,66.63333333333334,12.866666666666667,99.96666666666668
Cardinals,2023,10.871799822064057,162.05104285609121,1726.0,572.0,626.0,912.0,472.0,40.0,123.0,6.0,39.0,5.0,0.0,14.0,4.0,3.0,0.0,1.0,0.0,37.0,57.0,5.0,512.0,33.0,-0.18,23.50%,70.89999999999999,67.66666666666667,65.86666666666667,76.46666666666667,5.333333333333333,69.06666666666668
Chargers,2023,6.567098309608541,442.1535691846557,2528.0,1464.0,586.0,1515.0,373.0,49.0,197.0,7.0,59.0,3.0,0.0,31.0,13.0,11.0,1.0,3.0,4.0,77.0,109.0,5.0,903.0,61.0,-0.08,29.40%,62.05714285714286,62.98571428571428,55.15714285714285,67.08333333333333,11.6,89.5
Chiefs,2023,7.668052935943061,367.8215011364358,2746.0,1264.0,724.0,1745.0,574.0,43.0,180.0,4.0,52.0,5.0,0.0,39.0,10.0,5.0,2.0,1.0,4.0,82.0,127.0,7.0,1022.0,61.0,0.1,71.40%,60.725,60.825,68.925,48.775,18.325,91.375
Colts,2023,3.0503287366548038,291.65305795418635,2248.0,1319.0,587.0,1260.0,292.0,32.0,120.0,6.0,35.0,7.0,0.0,21.0,4.0,0.0,0.0,0.0,2.0,46.0,71.0,3.0,646.0,49.0,-0.01,52.90%,65.3,62.175,86.725,62.63333333333333,14.033333333333333,52.325
Commanders,2023,3.8572495551601422,236.7977730486349,2434.0,1260.0,723.0,1461.0,358.0,55.0,168.0,7.0,48.0,0.0,0.0,39.0,10.0,1.0,1.0,2.0,1.0,66.0,99.0,10.0,828.0,42.0,-0.21,23.50%,57.52,59.94,83.38,59.02,16.419999999999998,116.7
Cowboys,2023,7.2391134341637,252.30719792529487,2697.0,1249.0,859.0,1562.0,360.0,63.0,161.0,7.0,54.0,4.0,0.0,32.0,9.0,12.0,2.0,2.0,3.0,71.0,95.0,6.0,820.0,65.0,0.21,66.70%,66.95,63.98,56.620000000000005,54.36,30.580000000000002,80.62
Dolphins,2023,3.637108540925267,388.91044196051666,2377.0,1398.0,627.0,1480.0,311.0,52.0,175.0,5.0,39.0,4.0,1.0,28.0,10.0,2.0,0.0,5.0,3.0,63.0,92.0,7.0,706.0,53.0,0.13,61.10%,71.075,72.65,77.15,66.2,12.924999999999999,95.525
Eagles,2023,2.143322508896797,321.0532222025446,2660.0,1504.0,611.0,1716.0,502.0,77.0,210.0,4.0,54.0,5.0,1.0,25.0,9.0,5.0,3.0,1.0,3.0,108.0,145.0,11.0,1138.0,49.0,0.0,61.10%,68.025,67.825,61.849999999999994,78.225,6.875,102.6
Falcons,2023,5.992697508896797,356.54637025224304,2473.0,1452.0,551.0,1436.0,311.0,68.0,196.0,5.0,61.0,7.0,1.0,31.0,8.0,5.0,2.0,5.0,0.0,69.0,102.0,8.0,871.0,48.0,-0.04,41.20%,62.975,66.2,73.5,73.525,7.875,91.175
Giants,2023,2.4223509786476867,360.4184512896776,2434.0,1231.0,671.0,1326.0,322.0,48.0,176.0,7.0,49.0,7.0,1.0,28.0,8.0,3.0,0.0,3.0,3.0,70.0,108.0,3.0,713.0,50.0,-0.15,35.30%,71.66666666666667,69.0,73.73333333333333,61.46666666666666,14.1,73.33333333333333
Jaguars,2023,5.089463078291815,319.7638275482759,2291.0,1141.0,743.0,1414.0,300.0,39.0,156.0,8.0,51.0,7.0,0.0,26.0,8.0,5.0,1.0,2.0,0.0,62.0,97.0,3.0,772.0,55.0,-0.04,52.90%,66.975,65.2,41.25,68.875,9.0,50.3
Jets,2023,5.770864323843416,193.99632432841588,2173.0,919.0,684.0,1214.0,517.0,48.0,147.0,9.0,55.0,10.0,0.0,39.0,9.0,3.0,0.0,0.0,2.0,51.0,82.0,8.0,695.0,49.0,-0.12,41.20%,69.76666666666667,69.60000000000001,77.16666666666667,51.43333333333334,16.433333333333334,65.03333333333333
Lions,2023,6.617095640569396,613.0535766000285,1875.0,952.0,474.0,1226.0,387.0,27.0,144.0,2.0,26.0,6.0,0.0,30.0,9.0,8.0,3.0,1.0,1.0,57.0,95.0,3.0,776.0,36.0,0.09,70.00%,57.63333333333333,60.333333333333336,43.46666666666667,54.5,15.700000000000001,79.86666666666666
Packers,2023,2.7231023131672596,272.6345939110358,2271.0,1201.0,659.0,1361.0,339.0,47.0,160.0,4.0,44.0,3.0,1.0,30.0,9.0,6.0,0.0,1.0,1.0,55.0,85.0,7.0,587.0,45.0,0.05,52.60%,59.760000000000005,59.04,68.76,68.475,9.5,76.3
